word,n_gram_score,pos,frequency,wordCount,match_count,volume_count,source
ceasing,2,VBG,1,145045,618930,390995,1
celestial object,10,JJ,1,145045,15429,6787,1
celestial objects,10,NNS,1,145045,29187,12756,1
center,2,RBR,1,145045,30547607,2129704,1
central cavity,10,NN,1,145045,32784,15896,1
central problem,10,NN,1,145045,147835,109759,1
century concerning,10,VBG,1,145045,3198,3104,1
century philosophers,10,NNS,1,145045,17351,13529,1
certainly allowed,10,VBD,1,145045,3767,3700,1
certainly amazing,10,VBG,1,145045,683,675,1
certainly appears,10,NNS,1,145045,30857,28517,1
certainly constitutes,10,NNS,1,145045,3827,3750,1
certainly expect,10,NN,1,145045,16118,15312,1
certainly information,10,NN,1,145045,252,251,1
certainly requires,10,NNS,1,145045,12765,12416,1
certainly significant,10,JJ,1,145045,9333,8654,1
certainly unexpected,10,VBD,1,145045,1744,1716,1
certainties,2,NNS,1,145045,199070,134663,1
challenge,2,NN,1,145045,11024320,1812792,1
chance encounter,10,NN,1,145045,41345,36927,1
change clearly,10,RB,1,145045,2641,2592,1
change discontinuously,10,VBP,1,145045,1968,1534,1
change independently,10,RB,1,145045,3333,2981,1
change involved,10,VBD,1,145045,19509,17553,1
change involving,10,VBG,1,145045,9449,8561,1
change observed,10,VBD,1,145045,11672,9662,1
change occurs,10,NNS,1,145045,162700,115375,1
change relative,10,JJ,1,145045,9430,8094,1
change relative,10,VBP,1,145045,9430,8094,1
change sign,10,NN,1,145045,31079,15733,1
changed twice,10,JJ,1,145045,8893,8271,1
changes involved,10,VBD,1,145045,31151,26644,1
changes occur,10,NN,1,145045,253197,156713,1
changes refer,10,NN,1,145045,1006,926,1
changing reversals,10,NNS,1,145045,1,1,1
characteristic wavelengths,10,NNS,1,145045,2971,2255,1
characterization,2,NN,1,145045,2394447,540946,1
characterization,2,VBP,1,145045,2394447,540946,1
characterize,2,JJ,1,145045,2336339,844574,1
characterize antimatter,10,JJR,1,145045,1,1,1
characterized direction,10,NN,1,145045,1,1,1
characterized lopsidedness,10,NN,1,145045,1,1,1
characterized notion,10,NN,1,145045,1,1,1
characterizing,2,NN,1,145045,649527,328395,1
characterizing elements,10,NNS,1,145045,444,331,1
characterizing stable-state,10,JJ,1,145045,1,1,1
charge appears,10,NNS,1,145045,5108,4447,1
charge associated,10,VBD,1,145045,5851,4364,1
charge associated,10,VBN,1,145045,5851,4364,1
charge backward,10,NN,1,145045,104,94,1
charge bodies,10,NNS,1,145045,79,74,1
charge conjugation,10,VBP,1,145045,8359,1896,1
charge forward,10,NN,1,145045,4690,4173,1
charge inside,10,NN,1,145045,8569,4638,1
charge invariant,10,JJ,1,145045,1,1,1
charge invariant,10,NN,1,145045,1,1,1
charge neutrality,10,NN,1,145045,12694,4636,1
charge occurring,10,VBG,1,145045,259,255,1
charge opposite,10,NN,1,145045,2978,2427,1
charge reversal,10,JJ,1,145045,2138,1019,1
charge reversal,10,VBP,1,145045,2138,1019,1
charge signs,10,NNS,1,145045,375,303,1
charge unavoidable,10,JJ,1,145045,1,1,1
chargeconstraint,2,JJ,1,145045,1,1,1
chargeconstraint,2,NN,1,145045,1,1,1
charged,2,JJ,1,145045,12373013,1900532,1
charged,2,VBD,1,145045,12373013,1900532,1
charged bodies,10,NNS,1,145045,15361,6519,1
charged quarks,10,NNS,1,145045,497,280,1
chargeneutron's,2,NN,1,145045,1,1,1
chargeneutron's electric,10,JJ,1,145045,1,1,1
charges actually,10,RB,1,145045,1915,1654,1
charges allows,10,NNS,1,145045,125,123,1
charges appear,10,VBP,1,145045,3713,3393,1
charges associated,10,VBN,1,145045,6648,5475,1
charges clearly,10,JJ,1,145045,450,436,1
charges determining,10,VBG,1,145045,1,1,1
charges forward,10,JJ,1,145045,1476,1374,1
charges forward,10,VBP,1,145045,1476,1374,1
charges independent,10,NN,1,145045,137,135,1
charges inside,10,VBP,1,145045,2979,2233,1
charges invariant,10,JJ,1,145045,1,1,1
charges involved,10,VBN,1,145045,5894,5229,1
charges missing,10,VBG,1,145045,1,1,1
charges mutually,10,RB,1,145045,100,97,1
charges necessarily,10,RB,1,145045,432,396,1
charges occurring,10,VBG,1,145045,256,245,1
charges opposite,10,JJ,1,145045,418,386,1
charges opposite,10,VBP,1,145045,418,386,1
charges propagating,10,VBG,1,145045,1,1,1
charges tend,10,VBP,1,145045,2081,1850,1
charges turning,10,VBG,1,145045,1,1,1
chargescoordinative,2,JJ,1,145045,1,1,1
chargescoordinative definition,10,NN,1,145045,1,1,1
chargestime,2,NN,1,145045,1,1,1
chargestime irreversibility,10,NN,1,145045,1,1,1
chased,2,VBD,1,145045,1232489,623373,1
chasing pair,10,NN,1,145045,1,1,1
choice concerning,10,VBG,1,145045,5148,4644,1
choice regarding,10,VBG,1,145045,10488,9532,1
choices exist,10,JJ,1,145045,3742,3534,1
choose,2,NN,1,145045,17598559,2354314,1
choosing,2,VBG,1,145045,4512678,1478916,1
chosen action,10,NN,1,145045,3272,2691,1
chosen arbitrarily,10,JJ,1,145045,33900,23989,1
chosen direction,10,NN,1,145045,7401,6359,1
chosen unique,10,NN,1,145045,80,76,1
chromodynamics,2,NNS,1,145045,8414,2539,1
chromodynamicsquarkmeson,2,NN,1,145045,1,1,1
chronological orderconstraint,10,NN,1,145045,1,1,1
chronological ordersecond,10,NN,1,145045,1,1,1
chronological ordertime,10,NN,1,145045,1,1,1
circular,2,JJ,1,145045,5956410,1186938,1
circular reasoning,10,VBG,1,145045,25034,17546,1
circumstances appear,10,JJ,1,145045,7496,7159,1
circumstances discussed,10,VBD,1,145045,2716,2362,1
circumstances opposite,10,JJ,1,145045,43,43,1
cited,2,VBN,1,145045,9942741,1388890,1
cited paper,10,VBP,1,145045,5715,3800,1
clarifications,2,NNS,1,145045,75123,56709,1
clarify,2,VBP,1,145045,2165611,821746,1
class,2,NN,1,145045,61169798,2605859,1
classical astronomical,10,JJ,1,145045,165,155,1
classical concept,10,JJ,1,145045,15244,11765,1
classical context,10,VBP,1,145045,1874,1485,1
classical cosmology,10,VBP,1,145045,649,477,1
classical equationstime,10,NN,1,145045,1,1,1
classical formula,10,VBP,1,145045,7314,5508,1
classical historical,10,JJ,1,145045,1766,1446,1
classical macroscopic,10,JJ,1,145045,479,408,1
classical macroscopic,10,VBP,1,145045,479,408,1
classical phenomenon,10,NN,1,145045,428,420,1
classical relation,10,NN,1,145045,1652,1307,1
classical theory,10,VBP,1,145045,132180,45907,1
classical viewpoint,10,VBP,1,145045,1810,1421,1
classically contained,10,VBD,1,145045,51,43,1
classically significant,10,NN,1,145045,1,1,1
clear distinction,10,NN,1,145045,184244,146952,1
clear distinctions,10,NNS,1,145045,23911,22163,1
clear exactly,10,RB,1,145045,21618,20220,1
clear indicator,10,NN,1,145045,6256,5972,1
clear relationship,10,NN,1,145045,37891,32687,1
clear significance,10,VBP,1,145045,2182,2141,1
clearly analyzed,10,VBD,1,145045,2523,2458,1
clearly contradict,10,NN,1,145045,2697,2620,1
clearly defined,10,VBN,1,145045,826915,505229,1
clearly depends,10,NNS,1,145045,16440,15057,1
clearly disagrees,10,JJ,1,145045,521,499,1
clearly distinct,10,VBP,1,145045,36074,31207,1
clearly emphasized,10,VBD,1,145045,7786,7499,1
clearly exist,10,VBP,1,145045,5534,5359,1
clearly identifiable,10,JJ,1,145045,44957,39466,1
clearly identify,10,JJ,1,145045,46000,38738,1
clearly imply,10,NN,1,145045,10759,9987,1
clearly inappropriate,10,NN,1,145045,10332,9369,1
clearly inappropriate,10,VBP,1,145045,10332,9369,1
clearly indicates,10,NNS,1,145045,161183,128742,1
clearly inescapable,10,JJ,1,145045,113,108,1
clearly philosophical,10,JJ,1,145045,421,408,1
clearly recognized,10,VBN,1,145045,114881,94600,1
clearly shows,10,NNS,1,145045,241651,184848,1
clearly shows,10,VBZ,1,145045,241651,184848,1
clearly suggests,10,NNS,1,145045,28083,25175,1
clearly unavoidable,10,JJ,1,145045,438,434,1
clearly unjustified,10,VBD,1,145045,931,906,1
clearly varies,10,NNS,1,145045,1872,1845,1
clever,2,JJ,1,145045,3758479,1116602,1
closed,2,VBD,1,145045,24233813,2510148,1
closed universe,10,NN,1,145045,10135,5531,1
closer,2,RBR,1,145045,11564018,2238728,1
closer examination,10,VBP,1,145045,195705,162780,1
closest,2,JJS,1,145045,3286648,1327428,1
cloud,2,JJ,1,145045,6461948,1377145,1
cloud,2,NN,1,145045,6461948,1377145,1
clouds,2,NN,1,145045,7201943,1378800,1
clues,2,NNS,1,145045,1724683,639680,1
clues arising,10,VBG,1,145045,89,83,1
coalesce,2,VBP,1,145045,338669,203018,1
coarse-graining,2,JJ,1,145045,1,1,1
coincide,2,VBP,1,145045,1627009,704240,1
coincidence,2,NN,1,145045,1974943,867550,1
coincidences,2,NNS,1,145045,310536,170433,1
coinciding,2,VBG,1,145045,228516,162887,1
coinciding inertial,10,JJ,1,145045,1,1,1
collapse,2,VBD,1,145045,4228583,1084576,1
collapse occurred,10,VBD,1,145045,4174,3636,1
collapsequantum,2,NN,1,145045,1,1,1
collapsequantum gravitation,10,NN,1,145045,1,1,1
collapses,2,NNS,1,145045,400563,254457,1
collapsewormhole,2,NN,1,145045,1,1,1
collapsewormhole instabilitywormhole,10,NN,1,145045,1,1,1
collapsing,2,VBG,1,145045,473854,308437,1
collectively denote,10,NN,1,145045,153,150,1
collide,2,NN,1,145045,303804,174152,1
colliding bodies,10,NNS,1,145045,4668,2342,1
com,2,NN,1,145045,3882019,1179437,1
com Updated,10,VBD,1,145045,1,1,1
combination,2,JJ,1,145045,16015088,2189234,1
combine,2,JJ,1,145045,4973615,1443984,1
combine opposite,10,NN,1,145045,285,278,1
combined gravitational,10,JJ,1,145045,1316,1057,1
combined measure,10,NN,1,145045,3955,3247,1
combined operationsconstraint,10,JJ,1,145045,1,1,1
combined reversal,10,VBP,1,145045,1,1,1
combined reversals,10,NNS,1,145045,1,1,1
combined symmetries,10,NNS,1,145045,1,1,1
combined symmetry,10,NN,1,145045,317,256,1
combined transformation,10,NN,1,145045,770,562,1
combines,2,NNS,1,145045,2031419,842870,1
commonly,2,JJ,1,145045,14214284,1827585,1
commonly accepted,10,JJ,1,145045,212563,165528,1
commonly believed,10,JJ,1,145045,88781,76453,1
commonly believed,10,VBD,1,145045,88781,76453,1
commonly recognized,10,VBD,1,145045,60918,50874,1
communicate,2,NN,1,145045,5603904,1353614,1
communicates,2,VBZ,1,145045,769445,374289,1
communicates energy,10,VBP,1,145045,210,206,1
compact,2,VBP,1,145045,4420806,1036987,1
compact tensor,10,NN,1,145045,73,57,1
comparatively,2,RB,1,145045,4983610,1204224,1
compare,2,VBP,1,145045,8055680,1855809,1
compare measures,10,NNS,1,145045,900,796,1
compare physical,10,JJ,1,145045,620,596,1
compensate,2,JJ,1,145045,2149397,906040,1
compensate variations,10,NNS,1,145045,54,51,1
compensating,2,JJ,1,145045,625257,315877,1
compensating attraction,10,NN,1,145045,68,68,1
compensating change,10,NN,1,145045,2060,1779,1
compensating effects,10,NNS,1,145045,1916,1709,1
compensating imbalance,10,NN,1,145045,1,1,1
compensating opposite,10,JJ,1,145045,82,82,1
compensating opposite,10,NN,1,145045,82,82,1
compensating overdensity,10,NN,1,145045,1,1,1
compensations,2,NNS,1,145045,230278,154493,1
competent,2,JJ,1,145045,4886953,1246180,1
competent,2,NN,1,145045,4886953,1246180,1
competent researchers,10,NNS,1,145045,2049,1860,1
complaining,2,VBG,1,145045,1661951,839252,1
complement,2,JJ,1,145045,2999475,805218,1
complete absence,10,NN,1,145045,202066,146909,1
complete overthrow,10,VBP,1,145045,17831,15667,1
complete rotation,10,NN,1,145045,17303,11466,1
complete rotations,10,NNS,1,145045,1966,1605,1
complete solution,10,NN,1,145045,115410,62900,1
complete space,10,VBP,1,145045,6966,3426,1
complete treatise,10,JJ,1,145045,16280,13186,1
completely arbitrarily,10,JJ,1,145045,688,643,1
completely definable,10,JJ,1,145045,521,482,1
completely describe,10,JJ,1,145045,13328,11362,1
completely describe,10,VB,1,145045,13328,11362,1
completely determined,10,VBD,1,145045,83454,49982,1
completely determined,10,VBN,1,145045,83454,49982,1
completely equivalent,10,NN,1,145045,11172,7907,1
completely filled,10,VBN,1,145045,131787,95539,1
completely homogeneous,10,JJ,1,145045,9805,8265,1
completely ignorant,10,JJ,1,145045,33262,30758,1
completely independent,10,NN,1,145045,127586,102988,1
completely satisfactory,10,JJ,1,145045,63565,54591,1
completely specify,10,NN,1,145045,7788,6554,1
completeness,2,NN,1,145045,1241556,582574,1
completenessconstraint,2,NN,1,145045,1,1,1
complex hypotheses,10,NNS,1,145045,1855,1547,1
complex momentum,10,NN,1,145045,243,139,1
complex structures,10,NNS,1,145045,69902,46742,1
compliance,2,NN,1,145045,4265684,738014,1
complicate,2,NN,1,145045,706795,440242,1
complicate,2,VBP,1,145045,706795,440242,1
complicated,2,VBD,1,145045,8439147,1878110,1
complicated property,10,NN,1,145045,664,640,1
comply,2,JJ,1,145045,2764735,776927,1
comply,2,NN,1,145045,2764735,776927,1
comply,2,VB,1,145045,2764735,776927,1
component directed,10,VBN,1,145045,1720,1379,1
component particles,10,VBZ,1,145045,6425,4671,1
components actually,10,RB,1,145045,1408,1316,1
composite,2,JJ,1,145045,3028707,692261,1
composite system,10,VBP,1,145045,19742,7525,1
compositions,2,NNS,1,145045,2542972,486726,1
compress,2,NN,1,145045,558941,236535,1
compress positive,10,VBP,1,145045,1,1,1
compresses,2,NNS,1,145045,300454,131459,1
computational methods,10,NNS,1,145045,26688,14811,1
computational purposes,10,VBZ,1,145045,10127,7859,1
conceal,2,VBP,1,145045,2654067,1008745,1
conceal totally,10,RB,1,145045,1,1,1
conceive,2,JJ,1,145045,3587965,1038736,1
conceive,2,VBP,1,145045,3587965,1038736,1
conceived negative,10,JJ,1,145045,43,42,1
concentrate instead,10,JJ,1,145045,17469,16712,1
concentrated,2,VBN,1,145045,7026764,1571401,1
concentrationsgravitational,2,JJ,1,145045,1,1,1
concentrationsgravitational repulsionnegative,10,JJ,1,145045,1,1,1
concentrationsnegative,2,JJ,1,145045,1,1,1
concentrationsnegative energy,10,NN,1,145045,1,1,1
concept dependent,10,JJ,1,145045,376,352,1
concept independent,10,NN,1,145045,457,451,1
concept somewhat,10,RB,1,145045,1634,1608,1
conceptionconstraint,2,NN,1,145045,1,1,1
conceptionquantum,2,NN,1,145045,1,1,1
conceptionquantum gravitation,10,NN,1,145045,1,1,1
conceptions,2,NNS,1,145045,2818527,656254,1
conceptiontime,2,JJ,1,145045,1,1,1
conceptiontime,2,NN,1,145045,1,1,1
conceptiontime direction,10,NN,1,145045,1,1,1
conceptiontime irreversibility,10,NN,1,145045,1,1,1
conceptnegative energy,10,NN,1,145045,1,1,1
concepts related,10,VBD,1,145045,28822,21420,1
concepttime,2,JJ,1,145045,1,1,1
concepttime direction,10,NN,1,145045,1,1,1
concerned,2,VBD,1,145045,24821214,2544677,1
concerning acceleration,10,NN,1,145045,163,154,1
concerning energy,10,NN,1,145045,2891,2498,1
concerning microscopic,10,NN,1,145045,90,87,1
concerning negative,10,JJ,1,145045,953,884,1
concerning physical,10,JJ,1,145045,7758,7004,1
concerning physics,10,NNS,1,145045,418,403,1
concerning quantum,10,NN,1,145045,459,364,1
conclusion concerning,10,VBG,1,145045,25521,22093,1
conclusion depends,10,NNS,1,145045,6057,5631,1
conclusion discussed,10,VBD,1,145045,249,248,1
conclusion drawn,10,NN,1,145045,54953,47817,1
conclusion imposes,10,VBZ,1,145045,390,365,1
conclusions concerning,10,VBG,1,145045,75086,58737,1
conclusions discussed,10,VBD,1,145045,1038,1017,1
conclusions drawn,10,NN,1,145045,131539,105636,1
conclusions regarding,10,VBG,1,145045,101391,78187,1
concordance,2,NN,1,145045,256362,98189,1
condescending,2,VBG,1,145045,370426,262076,1
condition entering,10,VBG,1,145045,144,136,1
conditions effectively,10,RB,1,145045,1129,1116,1
conditions existing,10,VBG,1,145045,83353,63303,1
conditions giving,10,VBG,1,145045,8412,7353,1
conditions imposed,10,VBD,1,145045,102956,77864,1
conditions information,10,NN,1,145045,457,399,1
conditions prevailing,10,NN,1,145045,96203,72533,1
conditions provide,10,VBP,1,145045,8699,8289,1
conditions quantities,10,NNS,1,145045,1,1,1
conditions responsible,10,JJ,1,145045,7739,6756,1
conditionsgravitational,2,JJ,1,145045,1,1,1
conditionsgravitational repulsion,10,NN,1,145045,1,1,1
conduct,2,NN,1,145045,19915090,1939480,1
conducted,2,VBN,1,145045,12750149,1877948,1
configuration,2,VBP,1,145045,5212902,593462,1
configuration associated,10,VBD,1,145045,1225,993,1
configuration described,10,VBN,1,145045,2967,2676,1
configuration effectively,10,RB,1,145045,241,213,1
configuration experienced,10,VBD,1,145045,56,47,1
configuration reaches,10,NNS,1,145045,74,71,1
configurations involved,10,VBN,1,145045,590,529,1
configurations occurring,10,VBG,1,145045,224,214,1
configured,2,JJ,1,145045,773037,118826,1
configured,2,VBD,1,145045,773037,118826,1
configured formations,10,NNS,1,145045,1,1,1
configured inhomogeneous,10,JJ,1,145045,1,1,1
confined,2,VBN,1,145045,7684401,1726789,1
confinement,2,NN,1,145045,1689518,581207,1
confirm,2,NN,1,145045,3941421,1337609,1
confirmed,2,JJ,1,145045,7865180,1709883,1
confirmed,2,VBN,1,145045,7865180,1709883,1
conform,2,NN,1,145045,3002785,1082601,1
conforming,2,VBG,1,145045,669953,357742,1
conformity,2,NN,1,145045,2640216,771963,1
confuse,2,VBP,1,145045,1300297,743921,1
confused,2,VBD,1,145045,6583443,1835926,1
confusion surrounding,10,VBG,1,145045,20263,18689,1
conjecture,2,NN,1,145045,1612459,598860,1
conjugate,2,JJ,1,145045,1041364,122361,1
conjugate attribute,10,JJ,1,145045,1,1,1
conjugate attribute,10,NN,1,145045,1,1,1
conjugate attributes,10,VBZ,1,145045,1,1,1
conjugate metrics,10,NNS,1,145045,1,1,1
conjugate metricsgeneral,10,JJ,1,145045,1,1,1
conjugate physical,10,JJ,1,145045,1,1,1
conjugate properties,10,NNS,1,145045,199,155,1
conjugate propertiesblack,10,NN,1,145045,1,1,1
conjugate propertiestime,10,JJ,1,145045,1,1,1
conjugate quantities,10,NNS,1,145045,1032,749,1
conjugation Cblack,10,NN,1,145045,1,1,1
conjunction,2,JJ,1,145045,4147355,1156922,1
connected,2,VBD,1,145045,18331779,2257578,1
connecting,2,VBG,1,145045,3852955,1135928,1
connecting regions,10,NNS,1,145045,630,577,1
consequence,2,VB,1,145045,13329938,1852792,1
consequencesgeneral,2,JJ,1,145045,1,1,1
consequencesgeneral relativistic,10,JJ,1,145045,1,1,1
consequent gain,10,NN,1,145045,1669,1609,1
consequent reversal,10,JJ,1,145045,514,507,1
consequently appear,10,VBP,1,145045,3407,3247,1
conservation arising,10,VBG,1,145045,1,1,1
conservation laws,10,NN,1,145045,68066,18475,1
consider,2,JJ,1,145045,31496422,2655656,1
consider,2,NNS,1,145045,31496422,2655656,1
consider antiparticles,10,NNS,1,145045,1,1,1
consider appropriate,10,NN,1,145045,16812,14176,1
consider atomic,10,JJ,1,145045,456,432,1
consider inappropriate,10,VBP,1,145045,1955,1855,1
consider inertial,10,JJ,1,145045,59,59,1
consider instead,10,JJ,1,145045,7100,6586,1
consider larger,10,NN,1,145045,2121,2031,1
consider processes,10,NNS,1,145045,1921,1770,1
consider specific,10,JJ,1,145045,10457,9921,1
consider spherical,10,JJ,1,145045,344,325,1
consider voids,10,NNS,1,145045,1,1,1
considerable efforts,10,NNS,1,145045,22358,20681,1
consideration,2,JJ,1,145045,18867941,2211617,1
considerations indicated,10,VBD,1,145045,1151,1131,1
considered appropriate,10,NN,1,145045,73943,61053,1
considered appropriate,10,VBP,1,145045,73943,61053,1
considered attractive,10,JJ,1,145045,7515,6924,1
considered discrete,10,JJ,1,145045,1025,982,1
considered distinct,10,JJ,1,145045,9266,8199,1
considered equivalent,10,NN,1,145045,27678,23956,1
considered experiments,10,NNS,1,145045,673,641,1
considered inappropriate,10,NN,1,145045,22942,20741,1
considered indiscernible,10,JJ,1,145045,1,1,1
considered infinite,10,JJ,1,145045,3119,2792,1
considered invalid,10,JJ,1,145045,7607,6417,1
considered legitimate,10,NN,1,145045,24071,21446,1
considered location,10,NN,1,145045,263,246,1
considered logically,10,RB,1,145045,1136,1065,1
considered lopsided,10,JJ,1,145045,1,1,1
considered map,10,NN,1,145045,57,51,1
considered meaningful,10,JJ,1,145045,3279,3045,1
considered positive,10,VBP,1,145045,38609,24107,1
considered problematic,10,JJ,1,145045,4703,4377,1
considered real,10,NN,1,145045,11582,10118,1
considered reversals,10,NNS,1,145045,1,1,1
considered reversed,10,JJ,1,145045,85,81,1
considered rigorously,10,RB,1,145045,243,227,1
considered significant,10,NN,1,145045,43996,34537,1
considered symmetry,10,VBP,1,145045,112,110,1
considered unchanged,10,VBD,1,145045,351,320,1
considered unobservable,10,JJ,1,145045,68,67,1
considered various,10,JJ,1,145045,11897,11436,1
considered viable,10,JJ,1,145045,4795,4412,1
considering gravitational,10,JJ,1,145045,87,82,1
consist merely,10,RB,1,145045,30153,27394,1
consistency,2,JJ,1,145045,3566152,1010480,1
consistency condition,10,NN,1,145045,8291,3295,1
consistency conditions,10,NNS,1,145045,5116,2197,1
consistency dictates,10,NNS,1,145045,143,142,1
consistency principle,10,NN,1,145045,3160,1255,1
consistency requirement,10,JJ,1,145045,4992,2465,1
consistency requirement,10,NN,1,145045,4992,2465,1
consistent,2,NN,1,145045,11460669,1738704,1
consistent appreciation,10,NN,1,145045,311,288,1
consistent approach,10,VBP,1,145045,16572,13903,1
consistent behavior,10,JJ,1,145045,9712,8028,1
consistent bi-metric,10,JJ,1,145045,1,1,1
consistent bidirectional,10,JJ,1,145045,1,1,1
consistent concept,10,NN,1,145045,1503,1272,1
consistent definition,10,NN,1,145045,6047,5513,1
consistent generalized,10,JJ,1,145045,134,105,1
consistent integration,10,NN,1,145045,610,572,1
consistent interpretation,10,VBP,1,145045,10184,8697,1
consistent physical,10,JJ,1,145045,2540,2368,1
consistent relational,10,JJ,1,145045,166,148,1
consistent understanding,10,VBG,1,145045,2440,2241,1
consistent viewpoint,10,NN,1,145045,1097,1002,1
consolation,2,NN,1,145045,1814282,694539,1
conspicuous,2,JJ,1,145045,3675146,1007745,1
constant appears,10,NNS,1,145045,2148,2015,1
constant derived,10,VBD,1,145045,1660,1536,1
constantdiscrete,2,JJ,1,145045,1,1,1
constantdiscrete symmetry,10,NN,1,145045,1,1,1
constantprinciple,2,NN,1,145045,1,1,1
constantquantum,2,NN,1,145045,1,1,1
constantquantum gravitation,10,NN,1,145045,1,1,1
constantvacuum decay,10,NN,1,145045,1,1,1
constantvacuum energy,10,NN,1,145045,1,1,1
constituent particle,10,NN,1,145045,948,788,1
constituent particles',10,JJ,1,145045,1,1,1
constituent planets,10,NNS,1,145045,1,1,1
constitute serious,10,JJ,1,145045,4009,3807,1
constitute unavoidable,10,JJ,1,145045,112,84,1
constitute valid,10,VBP,1,145045,4570,3899,1
constitutes negative,10,VBP,1,145045,456,420,1
constrain,2,JJ,1,145045,474698,243335,1
constrain,2,NN,1,145045,474698,243335,1
constrain,2,VBP,1,145045,474698,243335,1
constrained merely,10,RB,1,145045,191,188,1
constraining,2,NN,1,145045,272436,164643,1
constraint,2,VB,1,145045,2435643,502162,1
constraint applying,10,VBG,1,145045,100,96,1
constraint concerning,10,VBG,1,145045,280,255,1
constraint described,10,VBD,1,145045,452,405,1
constraint effectively,10,RB,1,145045,178,172,1
constraint exists,10,NNS,1,145045,1769,1503,1
constraint imposed,10,VBD,1,145045,12941,11220,1
constraint limiting,10,VBG,1,145045,711,662,1
constraint provided,10,JJ,1,145045,736,640,1
constraint regarding,10,VBG,1,145045,328,309,1
constraint usually,10,RB,1,145045,324,318,1
constraintdiscrete,2,JJ,1,145045,1,1,1
constraintdiscrete symmetry,10,NN,1,145045,1,1,1
constraintgravitational,2,JJ,1,145045,1,1,1
constraintgravitational repulsion,10,NN,1,145045,1,1,1
constraints actually,10,RB,1,145045,449,436,1
constraints applying,10,VBG,1,145045,318,267,1
constraints gives,10,VBZ,1,145045,449,418,1
constraints identified,10,VBD,1,145045,1339,1112,1
constraints imposed,10,JJ,1,145045,97378,72758,1
constraints imposed,10,VBN,1,145045,97378,72758,1
constraints related,10,VBN,1,145045,3108,2728,1
constraints similar,10,JJ,1,145045,908,873,1
constraints unavoidable,10,JJ,1,145045,1,1,1
constrainttime,2,JJ,1,145045,1,1,1
constrainttime direction,10,NN,1,145045,1,1,1
constructs,2,NNS,1,145045,1411650,374603,1
contact,2,VB,1,145045,23337823,2302348,1
contained inside,10,RB,1,145045,18182,14943,1
contained inside,10,VBP,1,145045,18182,14943,1
containing exclusively,10,RB,1,145045,1010,914,1
contains using,10,VBG,1,145045,123,119,1
contemplate,2,JJ,1,145045,1535551,759558,1
contemplated,2,VBN,1,145045,2293885,834928,1
content appears,10,NNS,1,145045,6913,6080,1
content despite,10,NN,1,145045,809,799,1
context,2,NNS,1,145045,17914226,1368828,1
context,2,RB,1,145045,17914226,1368828,1
context,2,VBD,1,145045,17914226,1368828,1
context applying,10,VBG,1,145045,1,1,1
context clearly,10,JJ,1,145045,10699,7475,1
context effectively,10,RB,1,145045,325,314,1
context regarding,10,VBG,1,145045,845,828,1
context simply,10,NN,1,145045,1842,1809,1
continue,2,JJ,1,145045,24945015,2680919,1
continue propagating,10,VBG,1,145045,379,370,1
continues,2,VBZ,1,145045,10642291,2002644,1
continuity constraint,10,NN,1,145045,1401,512,1
continuity defined,10,VBD,1,145045,178,163,1
continuity imposes,10,NNS,1,145045,65,63,1
continuity requirement,10,NN,1,145045,3295,1796,1
continuity requires,10,NNS,1,145045,2075,1827,1
continuity seecondition,10,NN,1,145045,1,1,1
continuous decay,10,NN,1,145045,758,680,1
continuous medium,10,JJ,1,145045,12609,7132,1
continuous network,10,NN,1,145045,7295,5620,1
continuous particle,10,VBP,1,145045,607,413,1
continuous path,10,NN,1,145045,12054,7800,1
continuous path,10,VBP,1,145045,12054,7800,1
continuous spectrum,10,VBP,1,145045,87148,26472,1
continuous trajectory,10,NN,1,145045,1172,836,1
continuous two-dimensional,10,JJ,1,145045,532,442,1
continuous unstoppable,10,JJ,1,145045,1,1,1
continuous world-line,10,NN,1,145045,1,1,1
continuously occur,10,VBZ,1,145045,371,366,1
continuously occurring,10,VBG,1,145045,1109,1074,1
continuously produced,10,VBD,1,145045,5742,5162,1
continuumvacuum,2,NN,1,145045,1,1,1
continuumvacuum energy,10,NN,1,145045,1,1,1
contradict observations,10,NNS,1,145045,162,160,1
contradictions involved,10,VBD,1,145045,5280,4822,1
contradictory,2,JJ,1,145045,2494908,892372,1
contradictory attributes,10,NNS,1,145045,2908,2408,1
contradictory definition,10,NN,1,145045,433,410,1
contradictory proposal,10,NN,1,145045,73,73,1
contrast,2,VBP,1,145045,19444573,2094305,1
contribute,2,RBR,1,145045,8112444,1681560,1
contribute,2,VBZ,1,145045,8112444,1681560,1
contribute negatively,10,RB,1,145045,1068,975,1
contribute positively,10,RB,1,145045,13088,11520,1
contributing positively,10,RB,1,145045,1854,1783,1
contribution considered,10,VBD,1,145045,308,268,1
contributions experienced,10,VBD,1,145045,1,1,1
contributionsconstraint,2,NN,1,145045,1,1,1
contributionsdiscrete,2,JJ,1,145045,1,1,1
contributionsdiscrete symmetry,10,NN,1,145045,1,1,1
contributionsequations,2,NNS,1,145045,1,1,1
contributionsnegative,2,JJ,1,145045,1,1,1
contributionsnegative energy,10,NN,1,145045,1,1,1
controversy,2,NN,1,145045,6162786,1193207,1
convenient,2,JJ,1,145045,7481597,1732257,1
convenient assumption,10,NN,1,145045,3410,3247,1
convenient choice,10,VBP,1,145045,6935,5971,1
convenient hypothesis,10,NN,1,145045,1337,1300,1
