,word,clusters,source
1784,relational description,"Newtonian description, artificial restriction, bidirectional description, relational description, relativistic description, successful description, traditional description",5
1785,repulsion exerted,"attraction exerted, pressure exerted, radiation emitted, repulsion apparently, repulsion arising, repulsion directed, repulsion exerted, repulsion experienced, repulsion otherwise, repulsion similar, repulsiongeneral, repulsionwormhole exotic, response expected",5
1786,simplicity,"Implicitly, assumed implicitly, complexity, explicitly, greater simplicity, implicit, implicitly, regards simplicity, simplicity, simplifies, simply try, simultaneity",5
1787,solve,"move, resolve, resolved, salvage, solve, solved, solves, someone, volume",5
1788,stategeneral relativistic,"actiongeneral relativistic, bodiesgeneral relativistic, constantgeneral relativistic, distributiongeneral relativistic, fieldgeneral relativistic, forcegeneral relativistic, mapsgeneral relativistic, massgeneral relativistic, mattergeneral relativistic, nngeneral relativistic, ofgeneral relativistic, relativizedgeneral relativistic, signgeneral relativistic, stategeneral relativistic, structuregeneral relativistic, symmetrygeneral relativistic, withgeneral relativistic",5
1789,surfaces,"Dirac's, outer layers, sources, stretches, subtracted, suffices, sufficient, surface, surfaceblack, surfaces",5
1790,symmetry operationdiscrete,"combined operationsdiscrete, equivalent operationsdiscrete, symmetry operationdiscrete, symmetry operationsdiscrete, symmetry operationsthermodynamic, symmetry violationdiscrete, vectorpropagatordiscrete",5
1791,thermal equilibrium,"energy equilibrium, noted disequilibrium, overall equilibrium, perfect equilibrium, thermal equilibrium, thermal equilibriumblack, thermal equilibriumquantum, thermal equilibriumsecond",5
1792,time-symmetric viewpoint,"time-symmetric concept, time-symmetric context, time-symmetric evolution, time-symmetric physical, time-symmetric viewpoint",5
1793,universal expansion,"universal expansion, universal expansionconstraint, universal proportion, universe's expansion",5
1794,absolute gravitational,"absolute gravitational, absolute gravitationally, absolute non-relational, associated computational, associated gravitational, discrete gravitational, eliminate gravitation, observe gravitational, opposite gravitational, proposed gravitational",5
1795,accept,"accept, acceptable, accepted, accidental, adjacent, adopt, attempt, attempts, succeed, unacceptable",5
1796,accurate,"accumulate, accuracy, accurate, occupants, readily accumulate",5
1797,applied forces,"allowed frequencies, applied external, applied forces, applied twice, repulsive forces",5
1798,argue,"angle, argue, argued, language, safely argue, virtue",5
1799,attract,"artifact, attract, attracted, attracting, attractive, attracts, bodies attract, extract, subtract",5
1800,clearly distinct,"actually distinct, clearly contradict, clearly disagrees, clearly distinct, clearly identify, clearly indicates, clearly unjustified, energy distinct, freedom distinct, objectively distinct, possibly distinct, scale distinct",5
1801,concerned,"Concerning, conceived, concern, concerned, concerning, concerns, connected, conserved, converge, conveyed, lesson learned, lessons learned, longer needs, succeeded, unobserved",5
1802,considered valid,"consider voids, considered equivalent, considered invalid, considered map, considered meaningful, considered real, considered reversed, considered unchanged, considered valid, considered various, considered viable, constitute valid, longer valid",5
1803,consistent notion,"connecting regions, consistent appreciation, consistent approach, consistent behavior, consistent bi-metric, consistent classical, consistent concept, consistent definition, consistent integration, consistent notion, consistent relational, consistent theory, consistent viewpoint, inconsistent formulations",5
1804,continuous world-line,"continuous two-dimensional, continuous world-line, continuously occurring, continuum combined",5
1805,creation process,"bifurcation points, catastrophic process, creation cosmic, creation process, creation processes, decreasing processes, learning process, observation process, propagation processes, radiation process, radiation produced, readily assess, reflection process, violating process",5
1806,dependent energy,"decreasing energy, dependent energy, dependent generalized, dependent merely, dependent metric, dependent property, dependent sign, independent energy",5
1807,directed toward,"attracted toward, decreases toward, directed Newtonian, directed downward, directed opposite, directed toward, direction toward, effective toward, objective toward, oriented toward, repelled outward",5
1808,distinctions,"distant stars, distinct action, distinct forward, distinct local, distinct motions, distinct ordinary, distinct physical, distinction, distinction exists, distinction simply, distinctions, distinctions exist, distinctive, distinctively, distinctiveness, distribution, distributions, investigations, justifications, misconceptions, restrictions, six sections",5
1809,distribution gravitational,"definition gravitational, distribution gravitational, distributiongravitational, distributionsinertial gravitational",5
1810,electromagnetic field,"electromagnetic field, electromagnetic fieldblack, electromagnetic fields, electromagnetic phenomena, electromagnetic theory, electrostatic field",5
1811,elevator experiment,"antimatter experiment, elevator experiment, elevators suspended, ultimate embodiment, well-known experiment",5
1812,expressed,"addressed, compresses, excessive, express, expressed, expressed doubts, expresses, expressing, expression, formally expressed, possessed, stressed, suppression",5
1813,function,"bifurcation, fiction, friction, function, functions",5
1814,fundamental bidirectional,"consistent bidirectional, fundamental bidirectional, fundamental directional, fundamental interactions, fundamental theoretical, fundamental time-direction",5
1815,hole informationquantum,"hole informationquantum, informationquantum",5
1816,illustrates,"final stages, illustrate, illustrated, illustrates, illustrative, simply illustrates",5
1817,information associated,"configuration associated, information associated, interaction associated, propagation Associated",5
1818,information required,"information encoded, information needed, information persists, information require, information required",5
1819,informationdiscrete,"PTC transformationdiscrete, backward motiondiscrete, formulationdiscrete, hole informationdiscrete, informationdiscrete, interactiondiscrete, interpretationdiscrete, joint variationdiscrete, transformationdiscrete, weak interactiondiscrete",5
1820,interference,"gain confidence, immaterial reference, indifference, interfere, interference, interferences, unique reference",5
1821,involving opposite,"annihilating opposite, carrying opposite, colliding opposite, involve opposite, involving opposite, involving spin, involving voids, observing oppositely, provide opposite",5
1822,length,"beneath, depth, length, lengths, strength, tenth, twentieth, wavelength, wavelengths",5
1823,located inside,"ejected outside, located beneath, located beyond, located inside, located mainly, located outside, motivated insight, related issue, trapped inside",5
1824,magnetic fields,"Magnetic fields, magnetic field, magnetic fieldblack, magnetic fieldconstraint, magnetic fielddiscrete, magnetic fieldnegative, magnetic fields",5
1825,mathematical developments,"Mathematical developments, mathematical developments, meaningful developments, original developments, theoretical developments",5
1826,obeyed,"obeyed, obeys, observed, opened",5
1827,observational viewpoint,"observation viewpoint, observational argument, observational viewpoint, observationally significant",5
1828,operations classical,"abandoning classical, generalized classical, operations classical, operations semi-classical, operations traditional, regarding classical",5
1829,opposite charge,"opposite change, opposite charge, opposite charges, opposite polarities, opposite space, opposite value, opposite-charge, oppositely charged, oppositely configured, oppositeness compared, proposed charge",5
1830,ordinary particles,"ordinary antimatter, ordinary antiparticle, ordinary antiparticles, ordinary pairs, ordinary particle-antiparticle, ordinary particles, ordinary physical, ordinary surface, ordinary surfaces, original particle, radiate particles",5
1831,pair annihilationtime,"annihilationtime, pair annihilation, pair annihilationmatter, pair annihilationnegative, pair annihilationtime, pair annihilationvacuum",5
1832,parameters twice,"parameter leaves, parameter twice, parameters twice, parameters whenever, parametersblack",5
1833,particles effectively,"experiences effectively, particle effectively, particles effectively, particles' electrical, possibilities effectively, processes effectively, world-lines effectively",5
1834,particles reaching,"particle reaches, particle reaching, particles approaching, particles except, particles experiencing, particles interacting, particles mediating, particles reaching, particles remains, particles travelling",5
1835,particles submitted,"object submitted, objects submitted, particle submitted, particles submitted, processes submitted",5
1836,permanent,"Nickner Permanent, Permanent, clear meaning, eminent, permanencematter, permanencetime, permanent, permanently",5
1837,previously explained,"previously appeared, previously emphasized, previously explained, thoroughly explored",5
1838,propagating particle,"propagating antiparticle, propagating charges, propagating opposite, propagating particle, propagating particles, propagating positive",5
1839,relate,"C-related, adequate, mediate, predates, relabel, relate, related, relates, release, relegate, remote, remotely, replace, replaces, replicate, rewrite, unrelated",5
1840,relationally defined,"asymptotically defined, classically well-defined, relationally defined, relationally distinct, relatively defined, traditionally defined",5
1841,remarks,"Feynman's, quarks, records, regards, remains, remark, remarkable, remarked, remarks",5
1842,representation,"global representation, representation, representationtime, representative, valid representation",5
1843,repulsionnegative,"formulationnegative, repulsion antigravity, repulsion originating, repulsionnegative, repulsionnegative mass, repulsionparticle, repulsionvacuum, repulsionwormhole, repulsive negative",5
1844,reversing operation,"decreasing evolution, preserving operations, preserving variations, remaining operation, reversal operation, reversal operations, reversing operation, reversing operations",5
1845,rigorously,"enormously, remains rigorously, rigorous, rigorous logical, rigorously, rigorously apply, rigorously equal, thoroughly",5
1846,spatial positions,"initial conditions, leaves positions, space positions, spatial directions, spatial locations, spatial positions, special conditions",5
1847,spatial scale,"spatial distance, spatial distances, spatial scale",5
1848,special,"Specialists, crucial, ephemeral, especially, social, spatial, special, specialists, specific, specify, spectrum, spherical, superficial, superficially, theoryspecial",5
1849,start,"apart, instant, instants, sort, star, stars, start, started, starts, static, status, steady, study",5
1850,statistical mechanics,"Newtonian mechanics, entropystatistical mechanics, holestatistical mechanics, matterstatistical mechanicssecond, statistical average, statistical constraints, statistical mechanical, statistical mechanics, statistical physics",5
1851,stress-energy tensorsvacuum,"stress-energy tensorsgeneral, stress-energy tensorsgravitational, stress-energy tensorsquantum, stress-energy tensorsvacuum",5
1852,surprise,"enterprise, issue arises, purpose, summarize, surprise, surprised, surprising, survive",5
1853,symmetry violation,"severe violation, symmetry operation, symmetry operations, symmetry relating, symmetry violating, symmetry violation, symmetry violationgeneral, symmetry violationnegative, symmetry violations, symmetry violationtime, symmetry violationvacuum",5
1854,temperaturenegative temperatures,"radiationnegative temperatures, temperaturenegative temperatures, temperaturesnegative temperatures, thermodynamicsnegative temperatures",5
1855,tensor experienced,"attraction experienced, density experienced, energy experienced, momentum experienced, response experienced, tensor experienced, tensors experienced",5
1856,thermodynamics entropysecond,"thermodynamics energysecond, thermodynamics entropygravitational, thermodynamics entropysecond, thermodynamics entropyvacuum, thermodynamics microstatessecond, thermodynamics temperaturesecond",5
1857,thermodynamics entropytime,"thermodynamics effectively, thermodynamics entropy, thermodynamics entropynegative, thermodynamics entropytime",5
1858,time-related properties,"interrelated aspects, space-related parameters, space-related properties, spacetime-related properties, time-related parameters, time-related properties, time-related propertiestime, time-related quantities, time-reversed propagation",5
1859,two-dimensional,"detailed three-dimensional, one-dimensional, three-dimensional, two-dimensional, two-dimensional angular, two-dimensional boundary",5
1860,uniformly distributed,"evenly distributed, similarly distributed, spherically distributed, unequally distributed, uniform distribution, uniform distributions, uniformly distributed",5
1861,viewpoint relative,"invariant relative, viewpoint Variation, viewpoint Variations, viewpoint according, viewpoint described, viewpoint despite, viewpoint necessarily, viewpoint negative, viewpoint relative, viewpoint remains",5
1862,Mblack,"Cblack, Max Planck, Mblack, Planck, Tblack, block, blocks, boundblack, lack, massblack, nnblack",5
1863,Planck energyquantum,"Planck areaquantum, Planck energyblack, Planck energynegative, Planck energyquantum, Planck energyvacuum, Planck lengthquantum, Planck massquantum, Planck momentumquantum, Planck scalequantum, Planck timequantum, masskinetic energyquantum, negative energyquantum, vacuum energyquantum",5
1864,Planck scaleblack,"Planck areablack, Planck massblack, Planck scale, Planck scaleblack, Planck scalediscrete, Planck scalenegative, Planck scaletime, Planck timeblack, stable stateblack",5
1865,Rutherford,"Furthermore, Rutherford, Rutherford atom, Rutherford model",5
1866,accelerating relative,"accelerated reference, accelerating Einstein, accelerating elevator, accelerating negative, accelerating opposite, accelerating particle, accelerating positive, accelerating relative, acceleration relative, accelerationnegative",5
1867,appreciate,"appreciate, appreciated, appreciating, appreciation, truly appreciate",5
1868,attraction attributable,"actually attributable, attraction attributable, attractions attributable, information attributable",5
1869,attractive field,"attraction directed, attractive field, attractive forces, attractive merely, interaction field",5
1870,backward propagating,"backward propagating, forward propagated, forward propagating",5
1871,basic operation,"PTC operation, basic operation, basic operations, basic violation, distinct operations, parity operation",5
1872,becomes clear,"becomes apparent, becomes clear, becomes crucial, becomes infinite, becomes integrated, becomes larger, becomes meaningless, becomes relevant, becomes trapped, crystal clear",5
1873,binary degree,"binary degree, binary measure, binary values, elementary degrees, sign degree, single degree",5
1874,changed,"chance, change, changed, changes, changing, charged, charges, entangled, exchange, exchanged, exchanges, hinted, managed, nuanced, spanned, unchanged",5
1875,chargesblack hole,"chargeblack hole, chargesblack hole, draggingblack hole, mechanicsblack hole",5
1876,chose,"choice, choose, chose, chosen, closed, core, cost, cross, crossed",5
1877,clarity,"causality, cavity, clarify, clarity, clearly, gravity, parity, polarity, rarity",5
1878,complete description,"accurate description, complete description, complete determination, consistent description, discrete description, incomplete description, symmetric description",5
1879,considered unavoidable,"considered indiscernible, considered unavoidable, considered unobservable, constitute unavoidable, constraints unavoidable",5
1880,constraints imposed,"constraint imposed, constraints gives, constraints identified, constraints imposed, constraints related, constraints similar, continuity imposes",5
1881,contain negative,"banning negative, conceived negative, concentrationsnegative, conceptnegative, concerning negative, conditionsnegative, constant derived, constantnegative, constitutes negative, constraintnegative, contain negative, containing exclusively, contribute negatively, dynamicsnegative, gain negative, obtain fine-grained, zero pointnegative",5
1882,contradictory,"appear contradictory, central cavity, contradict, contradiction, contradictions, contradictory, contradictory proposal, self-contradictory, trajectory",5
1883,conventionally defined,"continuity defined, conventionally assumed, conventionally defined, conventionally derived",5
1884,coordinate system,"composite system, coordinate system, coordinate systems, coordinated fashion, coordinates remain, coordinatesdiscrete",5
1885,cosmic expansion,"cosmic evolution, cosmic expansion, cosmic expansionmatter, cosmic expansiontime, cosmic microwave, cosmic proportion, rapid expansion",5
1886,current predictions,"allows predictions, current assumptions, current expectations, current observations, current predictions, current restrictions, puzzling prediction, recent publications",5
1887,defined direction,"backward direction, dedicated reflection, define attraction, defined Variation, defined attractive, defined direction, defined properties, definite direction, definition directional, perceived direction, preferred direction, redefined action, unchanged direction, unchanged directional, well-defined direction",5
1888,defined discrete,"allowed discrete, defined concept, defined discrete, defined hypotheses, definition discrete, dependenciesdiscrete, discussed discrete, distinct discrete, handednessdiscrete, problem ofdiscrete, redefined discrete, using discrete",5
1889,determined solely,"depends solely, determined completely, determined merely, determined simply, determined solely, determining local, drawn solely, interacts solely, predetermined property",5
1890,draw,"Dirac, Trad, draw, drawn, drop, dynamic, withdraw",5
1891,effectively appear,"effectively alter, effectively apparent, effectively appear, effectively appeared, effectively appears, effectively applies, effectively apply, effectively depends, effectively reach, effectively supported, section appear",5
1892,effectively provide,"effectively forbids, effectively founded, effectively impossible, effectively involve, effectively obtained, effectively positive, effectively prevent, effectively produces, effectively propose, effectively provide, effectively provides, potentially provide",5
1893,electric charge,"electric charge, electric charges, electrical charge, electrical charges",5
1894,electric fields,"eccentric ideas, electric field, electric fielddiscrete, electric fields, electric forces, electrical forces",5
1895,enable,"enable, enabled, enables, endurable, ensemble, establish, example, stable, suitable, tangible, undeniable, unreasonable, unstable, untenable, valuable, viable",5
1896,encode,"embodied, embodies, embody, enclose, enclosed, encode, encoded, encodes, income",5
1897,energy changes,"energies exchanged, energy change, energy changes, energy exchange, energy exchanges, energy larger, energy measures, energy reaches, energy unchanged, record changes",5
1898,energysecond,"energiessecond, energy levelssecond, energysecond, entropysecond, levelssecond, lower energiessecond, mattersecond, permanencesecond, tensorssecond, universesecond",5
1899,equally,"Actually, Finally, Locally, actually, causally, equal, equality, equally, eventually, globally, gradually, locally, mutually, naturally, presumably, qualify, totally, unequally, usually, virtually",5
1900,equations proposed,"equation proposed, equations obtained, equations originally, equations predict, equations proposed, exactly superposed, operations proposed, tentatively proposed",5
1901,equilibriumstatistical,"equilibrium statevacuum, equilibriumstatistical, static equilibriumstatistical, thermal equilibriumstatistical",5
1902,equivalence equivalent,"equivalence entangled, equivalence equivalent, experienced equivalent",5
1903,fields attributable,"effects attributable, energy attributable, entropy attributable, field attributable, field attributed, fields attributable, forces attributable, imbalance attributable, masses attributable, otherwise attributable, voids attributable",5
1904,final configuration,"exact configuration, exist configurations, field configurations, final configuration, initial configuration, mixed configuration, neutral configurations, resulting configuration, singular configurations, three-dimensional configuration, ultimate confirmation, various configurations",5
1905,finite size,"finite maximum, finite periods, finite size, infinitesimal, limited size",5
1906,free fall,"free fall, freely falling, freely vary, freely-falling, proved fatal",5
1907,freedom characterizing,"area characterizing, asymmetry characterizing, freedom characteristic, freedom characterizes, freedom characterizing, parameters characterizing, superfluous characterization",5
1908,fundamental degree,"fundamental degree, fundamental degrees, fundamental parameters, fundamental properties, fundamental requirement, fundamental space, fundamental space-, fundamental theory, fundamentally decisive",5
1909,gravitational forceprinciple,"Gravitation TheoryChristophe, gravitational fieldprinciple, gravitational forceprinciple, gravitational massprinciple",5
1910,hole macroscopic,"hole Schwarzschild, hole macroscopic, hole masssecond, including macroscopic",5
1911,hole temperature,"actual temperatures, higher temperature, hole temperature, hole temperatureblack, hole temperaturequantum, infinite temperature, initial temperature, low temperature, lower temperature, opposite temperature, zero temperature",5
1912,insurmountable difficulty,"insurmountable difficulties, insurmountable difficulty, insurmountable problems",5
1913,integrated,"disintegrate, disintegrates, fine-grained, inherited, integrally, integrate, integrated, integrates, integrating, interrelated, interrupted, length greater, timegrand, uninterrupted",5
1914,interaction bosons,"fieldinteraction boson, interacting bodies, interacting masses, interacting systems, interaction boson, interaction bosons, interaction processes",5
1915,local microscopic,"actual macroscopic, actual microscopic, associate microscopic, classical macroscopic, concerning microscopic, detailed microscopic, ephemeral microscopic, local microscopic, real macroscopic, similar microscopic, unknown microscopic, unobserved microscopic, various microscopic",5
1916,macroscopic parameters,"macroscopic parameters, macroscopic parametersblack, macroscopic parametersdiscrete, macroscopic properties, microscopic parameters, microscopic properties",5
1917,macroscopic surface,"macroscopic arrow, macroscopic physical, macroscopic physics, macroscopic stable-state, macroscopic surface, matter-enclosing surface, microscopic physical, microscopic surfaces",5
1918,magnification,"clarification, clarifications, grand unification, identification, justification, magnification, magnificationblack, magnificationquantum, manifestation, modification, modifications, specific action, specification, timegrand unification, unification",5
1919,maintain,"Einstein, contain, gmail com, joint PTC, lawdynamic, maintain, maintained, maintaining, mistaken",5
1920,maximum densitiesgeneral,"maximum densitiesgeneral, maximum densitiesquantum",5
1921,meaningful measure,"meaningful anymore, meaningful measure, meaningful measures, meaningful physical, meaningful property, meaningful spatial, meaningful value, meaningfully discuss",5
1922,minus,"finds, kinds, lines, mainly, maximum, minds, minimum, minus, minus upper, minute, mistrust, points, thinks",5
1923,minus indice,"Greek indices, minus indice, minus indices, plus indice, signs inside",5
1924,momentadiscrete,"currentsdiscrete, essential discrete, hole chargediscrete, hole massdiscrete, horizondiscrete, momenta oriented, momentadiscrete, momentumdiscrete, movementdiscrete, propertydiscrete",5
1925,momentadiscrete symmetry,"currentsdiscrete symmetry, equivalentdiscrete symmetry, horizondiscrete symmetry, lopsidednessdiscrete symmetry, momentadiscrete symmetry, momentum-energy symmetry, momentumdiscrete symmetry, movementdiscrete symmetry, propertydiscrete symmetry, reversaldiscrete symmetry",5
1926,motivationsnegative,"energy motivationsnegative, exotic matternegative, fluctuationsnegative, gravitation negative, mass motivationsnegative, motivationsnegative, theory assumptionsnegative",5
1927,natural value,"accurate value, actual value, features unique, maximum value, natural choice, natural maximum, natural scale, natural tendency, natural units, natural vacuum, natural value, naturally allow",5
1928,negative actiontime,"negative actioncoordinative, negative actiondiscrete, negative actiongeneral, negative actionnegative, negative actiontime, negative potential, weak interactiontime",5
1929,negative sign,"negative biding, negative heat, negative sign, negative simply, perceived sign, relative sign",5
1930,non-equilibrium thermodynamics,"equilibrium thermodynamics, near-equilibrium thermodynamics, near-equilibrium thermodynamicstime, non-equilibrium thermodynamics, non-equilibrium thermodynamicsstatistical, non-equilibrium thermodynamicstime",5
1931,operations antimatter,"action antimatter, characterize antimatter, gravitating antimatter, observed matter-antimatter, operations alternative, operations angular, operations antimatter, operations antimatterdiscrete, operations antimattertime, operations conjugate, operations enantiomorphic, operations kinematic, propagating antimatter, symmetry matter-antimatter",5
1932,opposite signs,"opposite sides, opposite sign, opposite signs",5
1933,overdensities,"cosmic densities, low densities, mass densities, overdense, overdense regions, overdense shell, overdensities, overdensity, typical densities, underdensities, underdensityvoids",5
1934,overdensitynegative energy,"overdensitynegative energy, thermodynamicsnegative energy, underdensitynegative energy",5
1935,parametersblack hole,"asymmetryblack hole, handednessblack hole, parametersblack hole, processesblack hole, propertiesblack hole",5
1936,particle-antiparticle pair,"particle-antiparticle, particle-antiparticle annihilation, particle-antiparticle creation, particle-antiparticle pair, particle-antiparticle pairs",5
1937,positive value,"decisive issue, definite value, exclusive values, intuitive belief, non-vanishing value, positive change, positive vacuum, positive value, positive values, relative value, resulting value",5
1938,practical viewpoint,"classical viewpoint, inertial viewpoint, particular viewpoint, physical viewpoint, practical necessity, practical purpose, practical viewpoint, superficial viewpoint",5
1939,propagate forward,"immutable forward, propagate forward, propagate toward, propagated forward, propagating forward",5
1940,propagate negative,"predicted negative, predominantly negative, processesnegative, produce negative, propagate negative, propagate positive, propagates positive, propagating negative, propagationnegative, propertiesnegative, radiate negative",5
1941,proper understanding,"appropriate understanding, consistent understanding, current understanding, improved understanding, proper understanding",5
1942,property conjugate,"property actually, property conjugate, theory conjugate",5
1943,purely relative,"appear relative, largely aesthetic, merely relative, process relative, purely attractive, purely relational, purely relative",5
1944,quantum indeterminacy,"quantum indefiniteness, quantum indeterminacy, quantum uncertainty",5
1945,quantum processes,"antimatter processes, bang processes, consider processes, quantum operatorsstate, quantum phasediscrete, quantum phenomenon, quantum processes",5
1946,radiationblack hole,"absorptionblack hole, creationblack hole, definitionblack hole, formulationblack hole, gravitationblack hole, gravitationblack holeblack, interpretationblack hole, magnificationblack hole, radiationblack hole, radiusblack hole, redshiftblack hole, reductionblack hole, repulsionblack hole",5
1947,reference systems,"reference system, reference systems",5
1948,region considered,"bodies considered, contribution considered, convention considered, currently considered, model considered, operation considered, region centered, region considered, region delimited, region enclosed, tensor considered, void considered, volume considered",5
1949,relative notion,"related portion, relative alterations, relative fashion, relative motion, relative motions, relative notion, relative orientation, tentative solution",5
1950,relative property,"complicated property, defined property, occupying properly, range property, relational property, relative properties, relative property, relative quantity, relevant properties, researchers prefer",5
1951,relativistic gravitational,"negative massgravitational, relativistic gravitational, relativistic theorygravitational",5
1952,remains unchanged,"fermions unchanged, leaves unchanged, parameter unchanged, properties unchanged, remain unaffected, remain unchanged, remained unanswered, remained unchanged, remaining unchanged, remains unaffected, remains unchanged, remains unexplained, remains unsolved, rigorously unchanged, space unchanged, transform unchanged",5
1953,retaining,"Organizing, Returning, bare minimum, beginning, coarse-graining, complaining, containing, engineering, learning, neutralizing, obtaining, prevailing, reasoning, reexamining, remaining, requiring, restraining, retaining, retracing, returning, weakening",5
1954,reversed independently,"behave independently, conserved independently, considered independently, defined independently, measured independently, momentum independently, performed independently, preserved independently, processes independently, reverse independently, reversed independently, transform independently",5
1955,rising,"Using, arising, biding, chasing, crossing, finishing, giving, missing, presuming, raising, rising, running, using, vanishing, writings",5
1956,separate,"apparatuses, generate, separate, separated, separately",5
1957,serious problems,"Six problems, enormous problems, serious problem, serious problems, severe problems, specific problems, theory problem', various problems",5
1958,slight,"add weight, eight, slight, slightly, sought, straight, weight",5
1959,smallest meaningful,"assumed meaningful, introduced meaningful, minimum meaningful, smallest meaningful",5
1960,smooth,"shorthand, smooth, smoother, smoothness",5
1961,spherical voids,"ignoring voids, spherical gas, spherical region, spherical regions, spherical shell, spherical void, spherical voids",5
1962,statequantum,"Despite quantum, areaquantum, collapsequantum, constantquantum, holequantum, massquantum, matterquantum, scalequantum, spacequantum, stable statequantum, statements, statequantum, statevacuum, surfacequantum, timequantum, withquantum",5
1963,statequantum gravitation,"areaquantum gravitation, collapsequantum gravitation, constantquantum gravitation, holequantum gravitation, massquantum gravitation, matterquantum gravitation, scalequantum gravitation, spacequantum gravitation, statequantum gravitation, subsequent annihilation, surfacequantum gravitation, timequantum gravitation, withquantum gravitation",5
1964,symmetry violationconstraint,"symmetry operationconstraint, symmetry violationconstraint",5
1965,symmetrynegative energy,"asymmetrynegative energy, momentumnegative energy, symmetriesnegative energy, symmetrynegative energy, symmetrynegative mass, systemsnegative energy, temperaturenegative energy",5
1966,temperatureblack,"temperature nnblack, temperature object, temperatureblack, temperatureblack hole, temperatures nnblack, traversableblack",5
1967,theory earlier,"mentioned earlier, theorem implies, theorems dealing, theory curvature, theory earlier, theory forbids, theory implies, theory irregular, theory metric, theory natural, theory reaches",5
1968,thermodynamic properties,"thermodynamic processes, thermodynamic properties, thermodynamic timematter, thermodynamics smoothness",5
1969,thermodynamically favored,"thermodynamically favored, thermodynamically unlikely",5
1970,thermodynamics violation,"thermodynamic relationships, thermodynamic viewpoint, thermodynamics gravitational, thermodynamics violation, thermodynamics violationsecond, thermodynamics violationtime, thermodynamicsunification",5
1971,thermodynamicsdiscrete,"hole thermodynamicsdiscrete, thermodynamic timediscrete, thermodynamics degrees, thermodynamics indicates, thermodynamicsdiscrete, thermodynamicsdiscrete symmetry",5
1972,total measure,"compare measures, exact measure, provide measures, radical departure, similar measure, total measure, total vacuum, usual measure, usual measures",5
1973,transition constraint,"PTC transformationconstraint, additional constraint, definitionconstraint, distributionsconstraint, expansionconstraint, familiar constraint, quantitative constraints, restrictive constraints, significant constraint, transformationconstraint, transition constraint, transition constraintdiscrete, transition energies, transition probabilities",5
1974,usually consider,"actually consider, example consider, instead consider, normally consider, simply consider, totally confident, usually conceived, usually confined, usually consider, usually considered, usually unobserved",5
1975,valid conclusion,"avoid confusion, bold conclusion, mentioned conclusion, rational conclusion, reached conclusion, similar conclusion, valid conclusion, valid solutions",5
1976,various action,"various action, various authors, various bound, various conditions, various locations, various quantities, various specific",5
1977,virtual processes,"discussed processes, observing processes, real processes, similar processes, unlikely processes, violating processes, virtual processes, virtual processesnegative, virtual processesvacuum",5
1978,world-linetime,"world-line, world-line Compliance, world-linediscrete, world-linefermiontime, world-linematter, world-linenegative, world-lines, world-lines imposes, world-linetime",5
1979,Birkhoff's theoremvoids,"Birkhoff's theorem, Birkhoff's theoremconstraint, Birkhoff's theoremvoids",5
1980,Jean-Pierre,"Jean-Pierre, Jean-Pierre Petit, named Jean-Pierre",5
1981,Newton's constant,"Boltzmann's constant, Einstein's constant, Newton's constant, Newton's equation, Newton's third",5
1982,absolute direction,"absolute attractiveness, absolute definition, absolute direction, absolute directionality, absolute directionconstraint, absolute directiondiscrete, absolute distinction, absolute fashion, associated direction",5
1983,accelerationrelativistic,"accelerationnegative mass, accelerationrelativistic, accelerationrelativistic frame",5
1984,accommodate,"accommodate, accommodated, accommodating, atom model",5
1985,actually appear,"actually appear, actually appeared, actually lower, actually purely, actually unnecessary, actually upward, circumstances appear, clearly appear, mutually repel, results appear, virtually absent",5
1986,actually constitutes,"actually consists, actually constitute, actually constitutes, actually contradict, actually contribute, actually contributes, actually demonstrates, actually facilitates, actually originates, certainly constitutes, theory constitutes",5
1987,actually dealing,"accuracy applying, actual reasons, actually adding, actually attractive, actually confirm, actually dealing, actually determined, actually determining, actually difficult, actually entering, actually negative, actually observing, actually obtaining, actually occurring, actually remain, actually retain, actually taking, actually telling, eventually becoming, literally emerging, locally decreasing, usually dealing",5
1988,actually equivalent,"actual requirement, actually equivalent, effectively equivalent, physically equivalent, totally equivalent",5
1989,actually explains,"actually experience, actually explain, actually explained, actually explains, eventually explain, mutually exclusive, probably explains",5
1990,actually implies,"actually allows, actually amounts, actually applies, actually becomes, actually composed, actually implies, actually imply, actually improve, actually involve, actually involved, actually matters, actually simplifies, beautifully simple, distance implies, incidentally implies, usually applies",5
1991,additional degree,"additional benefit, additional category, additional degree, additional degrees, additional energy, additional term",5
1992,additional motive,"additional amount, additional binary, additional change, additional distinct, additional factors, additional insight, additional motivation, additional motive, additional negative, additional plus, additional problem, additional quantity, additional specific, additional symmetry, additional variables, rational motive",5
1993,alternative formulation,"adequate formulation, alternative formulation, alternative formulationblack, alternative formulationdiscrete, alternative formulationnegative, alternative formulationtime, alternative interpretation, alternative notation, alternative proposalsgeneral, alternative situation, alternative solutions, axiomatic formulation, generalized formulation",5
1994,anomalous response,"anomalous fashion, anomalous response",5
1995,appropriate reversal,"appropriate Newtonian, appropriate answers, appropriate approach, appropriate bidirectional, appropriate framework, appropriate generalization, appropriate generalized, appropriate inertial, appropriate natural, appropriate reversal, appropriately reverse, appropriately reversed, appropriately reversing, approximationgeneral",5
