word,pos,frequency,tf_idf,inf,source
measured,VBN,2,0.00248592527601,-0.00126518993249,2
measured mean-square,NA,2,0.00248592527601,-0.00126518993249,2
measuring,VBG,2,0.00248592527601,-0.00126518993249,2
mechanisms,JJ,2,0.00248592527601,-0.00126518993249,2
meson,NN,2,0.00248592527601,-0.00126518993249,2
meson-exchange,JJ,2,0.00248592527601,-0.00126518993249,2
meson-exchange,NN,2,0.00248592527601,-0.00126518993249,2
mesons,NNS,2,0.00248592527601,-0.00126518993249,2
middle,JJ,2,0.00248592527601,-0.00126518993249,2
missing,VBG,2,0.00248592527601,-0.00126518993249,2
models,NNS,2,0.00248592527601,-0.00126518993249,2
modification,NN,2,0.00248592527601,-0.00126518993249,2
momentNuclear,JJ,2,0.00248592527601,-0.00126518993249,2
momentNuclear quadrupole,NA,2,0.00248592527601,-0.00126518993249,2
needed,VBN,2,0.00248592527601,-0.00126518993249,2
needs,NNS,2,0.00248592527601,-0.00126518993249,2
negative,JJ,2,0.00248592527601,-0.00126518993249,2
neutron,NN,2,0.00248592527601,-0.00126518993249,2
neutron's,JJ,2,0.00248592527601,-0.00126518993249,2
neutrons,NNS,2,0.00248592527601,-0.00126518993249,2
note,VBP,2,0.00248592527601,-0.00126518993249,2
note finally,NA,2,0.00248592527601,-0.00126518993249,2
nuclear currents,NA,2,0.00248592527601,-0.00126518993249,2
nuclear energy,NA,2,0.00248592527601,-0.00126518993249,2
nuclear finite,NA,2,0.00248592527601,-0.00126518993249,2
nuclear finite-size,NA,2,0.00248592527601,-0.00126518993249,2
nuclear ground-state,NA,2,0.00248592527601,-0.00126518993249,2
nuclear structure,NA,2,0.00248592527601,-0.00126518993249,2
nuclear theorists,NA,2,0.00248592527601,-0.00126518993249,2
nuclear-force,JJ,2,0.00248592527601,-0.00126518993249,2
nuclei obtained,NA,2,0.00248592527601,-0.00126518993249,2
nucleus,RB,2,0.00248592527601,-0.00126518993249,2
numerical errors,NA,2,0.00248592527601,-0.00126518993249,2
obtain,VB,2,0.00248592527601,-0.00126518993249,2
obtains,VBZ,2,0.00248592527601,-0.00126518993249,2
older,JJR,2,0.00248592527601,-0.00126518993249,2
operator,NN,2,0.00248592527601,-0.00126518993249,2
opinion,NN,2,0.00248592527601,-0.00126518993249,2
opportunity,NN,2,0.00248592527601,-0.00126518993249,2
orders,NNS,2,0.00248592527601,-0.00126518993249,2
origin,NN,2,0.00248592527601,-0.00126518993249,2
parameter,NN,2,0.00248592527601,-0.00126518993249,2
parameters,NNS,2,0.00248592527601,-0.00126518993249,2
particles produces,NA,2,0.00248592527601,-0.00126518993249,2
parts,NNS,2,0.00248592527601,-0.00126518993249,2
past,IN,2,0.00248592527601,-0.00126518993249,2
past,JJ,2,0.00248592527601,-0.00126518993249,2
percent,NN,2,0.00248592527601,-0.00126518993249,2
perturbation theoryChiral,NA,2,0.00248592527601,-0.00126518993249,2
photon,NN,2,0.00248592527601,-0.00126518993249,2
physicist,NN,2,0.00248592527601,-0.00126518993249,2
polarizability!deuterium,NN,2,0.00248592527601,-0.00126518993249,2
poorly,RB,2,0.00248592527601,-0.00126518993249,2
positively,RB,2,0.00248592527601,-0.00126518993249,2
positively charged,NA,2,0.00248592527601,-0.00126518993249,2
practice,NN,2,0.00248592527601,-0.00126518993249,2
precisely,RB,2,0.00248592527601,-0.00126518993249,2
principle,NN,2,0.00248592527601,-0.00126518993249,2
problems,NNS,2,0.00248592527601,-0.00126518993249,2
processes,VBZ,2,0.00248592527601,-0.00126518993249,2
produce,VBP,2,0.00248592527601,-0.00126518993249,2
produces,NNS,2,0.00248592527601,-0.00126518993249,2
proton size,NA,2,0.00248592527601,-0.00126518993249,2
proton's,NN,2,0.00248592527601,-0.00126518993249,2
qualitative,JJ,2,0.00248592527601,-0.00126518993249,2
radiative processes,NA,2,0.00248592527601,-0.00126518993249,2
radii!3H@,NN,2,0.00248592527601,-0.00126518993249,2
radii!3H@ 3H,NA,2,0.00248592527601,-0.00126518993249,2
radii!neutron,NN,2,0.00248592527601,-0.00126518993249,2
radii!proton,NN,2,0.00248592527601,-0.00126518993249,2
radii!wave,VBP,2,0.00248592527601,-0.00126518993249,2
radii!wave function,NA,2,0.00248592527601,-0.00126518993249,2
radiusNuclear,JJ,2,0.00248592527601,-0.00126518993249,2
ratio,NN,2,0.00248592527601,-0.00126518993249,2
recent calculation,NA,2,0.00248592527601,-0.00126518993249,2
recent progress,NA,2,0.00248592527601,-0.00126518993249,2
recent review,NA,2,0.00248592527601,-0.00126518993249,2
recently,RB,2,0.00248592527601,-0.00126518993249,2
recommended,VBD,2,0.00248592527601,-0.00126518993249,2
regions,NNS,2,0.00248592527601,-0.00126518993249,2
relevant,JJ,2,0.00248592527601,-0.00126518993249,2
relevant,VBP,2,0.00248592527601,-0.00126518993249,2
removed,VBD,2,0.00248592527601,-0.00126518993249,2
required,VBN,2,0.00248592527601,-0.00126518993249,2
resort,NN,2,0.00248592527601,-0.00126518993249,2
review,VBP,2,0.00248592527601,-0.00126518993249,2
rinker,NN,2,0.00248592527601,-0.00126518993249,2
roughly,RB,2,0.00248592527601,-0.00126518993249,2
rule,NN,2,0.00248592527601,-0.00126518993249,2
savely,RB,2,0.00248592527601,-0.00126518993249,2
scaleNuclear,JJ,2,0.00248592527601,-0.00126518993249,2
scaleNuclear scales,NA,2,0.00248592527601,-0.00126518993249,2
second-generation,NN,2,0.00248592527601,-0.00126518993249,2
second-generation nuclear,NA,2,0.00248592527601,-0.00126518993249,2
sets,NNS,2,0.00248592527601,-0.00126518993249,2
shaded lines,NA,2,0.00248592527601,-0.00126518993249,2
shift,VBD,2,0.00248592527601,-0.00126518993249,2
shift!nuclear,JJ,2,0.00248592527601,-0.00126518993249,2
shiftIsotope,NN,2,0.00248592527601,-0.00126518993249,2
shiftLamb shift!nuclear,NA,2,0.00248592527601,-0.00126518993249,2
shifts,NNS,2,0.00248592527601,-0.00126518993249,2
short-range interactions,NA,2,0.00248592527601,-0.00126518993249,2
short-rangeNuclear,JJ,2,0.00248592527601,-0.00126518993249,2
short-rangeNuclear force!short-range,NA,2,0.00248592527601,-0.00126518993249,2
similar,JJ,2,0.00248592527601,-0.00126518993249,2
simply,RB,2,0.00248592527601,-0.00126518993249,2
simultaneously,RB,2,0.00248592527601,-0.00126518993249,2
situation,NN,2,0.00248592527601,-0.00126518993249,2
slightly,RB,2,0.00248592527601,-0.00126518993249,2
solid lines,NA,2,0.00248592527601,-0.00126518993249,2
solved,VBD,2,0.00248592527601,-0.00126518993249,2
solving,VBG,2,0.00248592527601,-0.00126518993249,2
source,NN,2,0.00248592527601,-0.00126518993249,2
splitting!Zemach,NN,2,0.00248592527601,-0.00126518993249,2
splitting!Zemach moments,NA,2,0.00248592527601,-0.00126518993249,2
splitting!deuterium,NN,2,0.00248592527601,-0.00126518993249,2
splitting!light atoms,NA,2,0.00248592527601,-0.00126518993249,2
splitting!spin-dependent,JJ,2,0.00248592527601,-0.00126518993249,2
splitting!spin-dependent polarizability,NA,2,0.00248592527601,-0.00126518993249,2
splittingHyperfine,NN,2,0.00248592527601,-0.00126518993249,2
square,NN,2,0.00248592527601,-0.00126518993249,2
static,JJ,2,0.00248592527601,-0.00126518993249,2
strong-interaction mechanisms,NA,2,0.00248592527601,-0.00126518993249,2
sufficiently,RB,2,0.00248592527601,-0.00126518993249,2
sum rule,NA,2,0.00248592527601,-0.00126518993249,2
surrogate theory,NA,2,0.00248592527601,-0.00126518993249,2
surrounded,VBD,2,0.00248592527601,-0.00126518993249,2
symmetry limit,NA,2,0.00248592527601,-0.00126518993249,2
tail,NN,2,0.00248592527601,-0.00126518993249,2
th S-state,NA,2,0.00248592527601,-0.00126518993249,2
thank,NN,2,0.00248592527601,-0.00126518993249,2
theoryChiral,JJ,2,0.00248592527601,-0.00126518993249,2
theoryChiral perturbation,NA,2,0.00248592527601,-0.00126518993249,2
three-nucleon,NN,2,0.00248592527601,-0.00126518993249,2
tiny,JJ,2,0.00248592527601,-0.00126518993249,2
transform,NN,2,0.00248592527601,-0.00126518993249,2
treating,VBG,2,0.00248592527601,-0.00126518993249,2
treatment,NN,2,0.00248592527601,-0.00126518993249,2
tritium,NN,2,0.00248592527601,-0.00126518993249,2
tritium-hydrogen,JJ,2,0.00248592527601,-0.00126518993249,2
two-photon,JJ,2,0.00248592527601,-0.00126518993249,2
types,NNS,2,0.00248592527601,-0.00126518993249,2
unbound,JJ,2,0.00248592527601,-0.00126518993249,2
uncertainty principle,NA,2,0.00248592527601,-0.00126518993249,2
underlying,JJ,2,0.00248592527601,-0.00126518993249,2
understood,NN,2,0.00248592527601,-0.00126518993249,2
unless,IN,2,0.00248592527601,-0.00126518993249,2
usually,RB,2,0.00248592527601,-0.00126518993249,2
utilizing,JJ,2,0.00248592527601,-0.00126518993249,2
various mechanisms,NA,2,0.00248592527601,-0.00126518993249,2
weak,JJ,2,0.00248592527601,-0.00126518993249,2
wiggly,RB,2,0.00248592527601,-0.00126518993249,2
wiggly lines,NA,2,0.00248592527601,-0.00126518993249,2
works,NNS,2,0.00248592527601,-0.00126518993249,2
0in2 5ex&,NA,1,0.00124296263801,-0.00070571041554,2
1% using,NA,1,0.00124296263801,-0.00070571041554,2
1%!,CD,1,0.00124296263801,-0.00070571041554,2
1/10,CD,1,0.00124296263801,-0.00070571041554,2
1/2%,CD,1,0.00124296263801,-0.00070571041554,2
10% error,NA,1,0.00124296263801,-0.00070571041554,2
1967GFMC-at,JJ,1,0.00124296263801,-0.00070571041554,2
1980s,NNS,1,0.00124296263801,-0.00070571041554,2
1990s,CD,1,0.00124296263801,-0.00070571041554,2
19932gen,CD,1,0.00124296263801,-0.00070571041554,2
1S experimental,NA,1,0.00124296263801,-0.00070571041554,2
2/6,CD,1,0.00124296263801,-0.00070571041554,2
2/M,CD,1,0.00124296263801,-0.00070571041554,2
2Hd-pol,JJ,1,0.00124296263801,-0.00070571041554,2
2Hd-pol d-pol-g,NA,1,0.00124296263801,-0.00070571041554,2
2S results,NA,1,0.00124296263801,-0.00070571041554,2
2S-1S transition,NA,1,0.00124296263801,-0.00070571041554,2
2S1S,CD,1,0.00124296263801,-0.00070571041554,2
2a,CD,1,0.00124296263801,-0.00070571041554,2
2b,CD,1,0.00124296263801,-0.00070571041554,2
2c,CD,1,0.00124296263801,-0.00070571041554,2
2d,CD,1,0.00124296263801,-0.00070571041554,2
2e,CD,1,0.00124296263801,-0.00070571041554,2
2f,CD,1,0.00124296263801,-0.00070571041554,2
2g,CD,1,0.00124296263801,-0.00070571041554,2
2gen,CD,1,0.00124296263801,-0.00070571041554,2
2h,CD,1,0.00124296263801,-0.00070571041554,2
2i,CD,1,0.00124296263801,-0.00070571041554,2
2loop,CD,1,0.00124296263801,-0.00070571041554,2
3--5,JJ,1,0.00124296263801,-0.00070571041554,2
3H binding,NA,1,0.00124296263801,-0.00070571041554,2
3H3pol,CD,1,0.00124296263801,-0.00070571041554,2
3He experimental,NA,1,0.00124296263801,-0.00070571041554,2
3He using,NA,1,0.00124296263801,-0.00070571041554,2
3He value,NA,1,0.00124296263801,-0.00070571041554,2
3He&,CD,1,0.00124296263801,-0.00070571041554,2
3He3pol,CD,1,0.00124296263801,-0.00070571041554,2
3He3pol 4pol,NA,1,0.00124296263801,-0.00070571041554,2
3HeshinerIsotope,CD,1,0.00124296263801,-0.00070571041554,2
3HeshinerIsotope shift!helium,NA,1,0.00124296263801,-0.00070571041554,2
3N,CD,1,0.00124296263801,-0.00070571041554,2
3NF,CD,1,0.00124296263801,-0.00070571041554,2
3gen,CD,1,0.00124296263801,-0.00070571041554,2
3pol 4pol,NA,1,0.00124296263801,-0.00070571041554,2
46B,CD,1,0.00124296263801,-0.00070571041554,2
4He calculations,NA,1,0.00124296263801,-0.00070571041554,2
4He result,NA,1,0.00124296263801,-0.00070571041554,2
4He&,CD,1,0.00124296263801,-0.00070571041554,2
4HeHe4-x,JJ,1,0.00124296263801,-0.00070571041554,2
4HeHe4-x He4-tLamb,NA,1,0.00124296263801,-0.00070571041554,2
4KKS,CD,1,0.00124296263801,-0.00070571041554,2
4pol he3-pol,NA,1,0.00124296263801,-0.00070571041554,2
5ex&,CD,1,0.00124296263801,-0.00070571041554,2
5fs-rad,JJ,1,0.00124296263801,-0.00070571041554,2
5fs-rad fs-rad-p,NA,1,0.00124296263801,-0.00070571041554,2
5fs-vp,JJ,1,0.00124296263801,-0.00070571041554,2
5fs-vp fs-vp-h,NA,1,0.00124296263801,-0.00070571041554,2
6fs1,CD,1,0.00124296263801,-0.00070571041554,2
6fs1 fs2,NA,1,0.00124296263801,-0.00070571041554,2
7Li,CD,1,0.00124296263801,-0.00070571041554,2
80B,CD,1,0.00124296263801,-0.00070571041554,2
81B,CD,1,0.00124296263801,-0.00070571041554,2
8He,CD,1,0.00124296263801,-0.00070571041554,2
95inLA-UR-02-6889,JJ,1,0.00124296263801,-0.00070571041554,2
9Li,CD,1,0.00124296263801,-0.00070571041554,2
A292,NNP,1,0.00124296263801,-0.00070571041554,2
A303,NNP,1,0.00124296263801,-0.00070571041554,2
A73,NNP,1,0.00124296263801,-0.00070571041554,2
A=,VBP,1,0.00124296263801,-0.00070571041554,2
A= 2-10,NA,1,0.00124296263801,-0.00070571041554,2
AIP,NNP,1,0.00124296263801,-0.00070571041554,2
AIP Conference,NA,1,0.00124296263801,-0.00070571041554,2
Academy,NNP,1,0.00124296263801,-0.00070571041554,2
Accurate,NNP,1,0.00124296263801,-0.00070571041554,2
Accurate nuclear,NA,1,0.00124296263801,-0.00070571041554,2
Acknowledgements,NNS,1,0.00124296263801,-0.00070571041554,2
Alamos National,NA,1,0.00124296263801,-0.00070571041554,2
Analyzing,VBG,1,0.00124296263801,-0.00070571041554,2
Ann,NNP,1,0.00124296263801,-0.00070571041554,2
Argonne,NNP,1,0.00124296263801,-0.00070571041554,2
Atomic hyperfine,NA,1,0.00124296263801,-0.00070571041554,2
Baker,NNP,1,0.00124296263801,-0.00070571041554,2
Barrett,NNP,1,0.00124296263801,-0.00070571041554,2
Bethe,NNP,1,0.00124296263801,-0.00070571041554,2
Bira,NNP,1,0.00124296263801,-0.00070571041554,2
Bira van,NA,1,0.00124296263801,-0.00070571041554,2
Bishop,NNP,1,0.00124296263801,-0.00070571041554,2
Blatt,NNP,1,0.00124296263801,-0.00070571041554,2
Bohr energy,NA,1,0.00124296263801,-0.00070571041554,2
Bohr-Sommerfeld,NNP,1,0.00124296263801,-0.00070571041554,2
Bohr-Sommerfeld quantization,NA,1,0.00124296263801,-0.00070571041554,2
Borisoglebsky,NNP,1,0.00124296263801,-0.00070571041554,2
Borkowski,NNP,1,0.00124296263801,-0.00070571041554,2
Breit,NNP,1,0.00124296263801,-0.00070571041554,2
Breit interaction,NA,1,0.00124296263801,-0.00070571041554,2
Buchmann,NNP,1,0.00124296263801,-0.00070571041554,2
Calculational,NNP,1,0.00124296263801,-0.00070571041554,2
Calculational techniques,NA,1,0.00124296263801,-0.00070571041554,2
Calculations,NNP,1,0.00124296263801,-0.00070571041554,2
Cambridge Univ,NA,1,0.00124296263801,-0.00070571041554,2
Carlo technique,NA,1,0.00124296263801,-0.00070571041554,2
Carlson pioneered,NA,1,0.00124296263801,-0.00070571041554,2
Ch,NNP,1,0.00124296263801,-0.00070571041554,2
Chen,NNP,1,0.00124296263801,-0.00070571041554,2
Cheung,NNP,1,0.00124296263801,-0.00070571041554,2
Chiral,JJ,1,0.00124296263801,-0.00070571041554,2
Chiral,NNP,1,0.00124296263801,-0.00070571041554,2
Chiral perturbation,NA,1,0.00124296263801,-0.00070571041554,2
Chiral symmetry,NA,1,0.00124296263801,-0.00070571041554,2
Comp,NNP,1,0.00124296263801,-0.00070571041554,2
Compton amplitude,NA,1,0.00124296263801,-0.00070571041554,2
Compton amplitudeCompton,NA,1,0.00124296263801,-0.00070571041554,2
Conclusions,NNS,1,0.00124296263801,-0.00070571041554,2
Conference Proceedings,NA,1,0.00124296263801,-0.00070571041554,2
Coon,NNP,1,0.00124296263801,-0.00070571041554,2
Coulomb demonstrates,NA,1,0.00124296263801,-0.00070571041554,2
Coulomb fit,NA,1,0.00124296263801,-0.00070571041554,2
D-H,JJ,1,0.00124296263801,-0.00070571041554,2
D-H d-pIsotope,NA,1,0.00124296263801,-0.00070571041554,2
D-H isotope,NA,1,0.00124296263801,-0.00070571041554,2
D-H isotope-shift,NA,1,0.00124296263801,-0.00070571041554,2
Darwin derived,NA,1,0.00124296263801,-0.00070571041554,2
Department,NNP,1,0.00124296263801,-0.00070571041554,2
Details,NNP,1,0.00124296263801,-0.00070571041554,2
Difference,NNP,1,0.00124296263801,-0.00070571041554,2
Dirac energy,NA,1,0.00124296263801,-0.00070571041554,2
Division,NNP,1,0.00124296263801,-0.00070571041554,2
Dixson,NNP,1,0.00124296263801,-0.00070571041554,2
Drell,NNP,1,0.00124296263801,-0.00070571041554,2
Effect,NNP,1,0.00124296263801,-0.00070571041554,2
Efros,NNP,1,0.00124296263801,-0.00070571041554,2
Eksp,NNP,1,0.00124296263801,-0.00070571041554,2
Electric polarizability,NA,1,0.00124296263801,-0.00070571041554,2
Electric polarizability!Coulomb,NA,1,0.00124296263801,-0.00070571041554,2
Electron-nucleus,JJ,1,0.00124296263801,-0.00070571041554,2
Electron-nucleus scattering!Coulomb,NA,1,0.00124296263801,-0.00070571041554,2
Energy,NNP,1,0.00124296263801,-0.00070571041554,2
Entem,NNP,1,0.00124296263801,-0.00070571041554,2
Epelbaum,NNP,1,0.00124296263801,-0.00070571041554,2
European,NNP,1,0.00124296263801,-0.00070571041554,2
European Conference,NA,1,0.00124296263801,-0.00070571041554,2
Except,IN,1,0.00124296263801,-0.00070571041554,2
Extraction,NNP,1,0.00124296263801,-0.00070571041554,2
Fallieros,NNP,1,0.00124296263801,-0.00070571041554,2
Fermi contribution,NA,1,0.00124296263801,-0.00070571041554,2
Fermi energy,NA,1,0.00124296263801,-0.00070571041554,2
Festschrift,NNP,1,0.00124296263801,-0.00070571041554,2
Few-Body Syst,NA,1,0.00124296263801,-0.00070571041554,2
Few-Body Systems,NA,1,0.00124296263801,-0.00070571041554,2
Figs,NNP,1,0.00124296263801,-0.00070571041554,2
First-generationNuclear,JJ,1,0.00124296263801,-0.00070571041554,2
First-generationNuclear force!first-generation,NA,1,0.00124296263801,-0.00070571041554,2
Fixing,VBG,1,0.00124296263801,-0.00070571041554,2
FriarTheoretical,NNP,1,0.00124296263801,-0.00070571041554,2
FriarTheoretical Division,NA,1,0.00124296263801,-0.00070571041554,2
Fuller,NNP,1,0.00124296263801,-0.00070571041554,2
GDH-nuc,NNP,1,0.00124296263801,-0.00070571041554,2
GFMC GFMCGreen's,NA,1,0.00124296263801,-0.00070571041554,2
GFMC technique,NA,1,0.00124296263801,-0.00070571041554,2
GFMC-at,NNP,1,0.00124296263801,-0.00070571041554,2
GY lead,NA,1,0.00124296263801,-0.00070571041554,2
Gammel,NNP,1,0.00124296263801,-0.00070571041554,2
Garching,NNP,1,0.00124296263801,-0.00070571041554,2
Garching groupd-p,NA,1,0.00124296263801,-0.00070571041554,2
GeV,NNP,1,0.00124296263801,-0.00070571041554,2
Gerasimov,NNP,1,0.00124296263801,-0.00070571041554,2
Goeckner,NNP,1,0.00124296263801,-0.00070571041554,2
Gordon,NNP,1,0.00124296263801,-0.00070571041554,2
Gordon Drake,NA,1,0.00124296263801,-0.00070571041554,2
Growth,NNP,1,0.00124296263801,-0.00070571041554,2
H-D,NNP,1,0.00124296263801,-0.00070571041554,2
HMW,NNP,1,0.00124296263801,-0.00070571041554,2
Hagiwara,NNP,1,0.00124296263801,-0.00070571041554,2
Hamiltonian,JJ,1,0.00124296263801,-0.00070571041554,2
Harvey,NNP,1,0.00124296263801,-0.00070571041554,2
He4-t,JJ,1,0.00124296263801,-0.00070571041554,2
He4-t,NNP,1,0.00124296263801,-0.00070571041554,2
He4-t Nucleus,NA,1,0.00124296263801,-0.00070571041554,2
He4-tLamb,NNP,1,0.00124296263801,-0.00070571041554,2
He4-tLamb shift!MU@muonic,NA,1,0.00124296263801,-0.00070571041554,2
He4-x,NNP,1,0.00124296263801,-0.00070571041554,2
HeHe4-x,JJ,1,0.00124296263801,-0.00070571041554,2
HeHe4-x He4-t,NA,1,0.00124296263801,-0.00070571041554,2
Hearn,NNP,1,0.00124296263801,-0.00070571041554,2
Heavy,NNP,1,0.00124296263801,-0.00070571041554,2
Heavy shaded,NA,1,0.00124296263801,-0.00070571041554,2
Henning,NNP,1,0.00124296263801,-0.00070571041554,2
Holzwarth,NNP,1,0.00124296263801,-0.00070571041554,2
Huber,NNP,1,0.00124296263801,-0.00070571041554,2
Hylton,NNP,1,0.00124296263801,-0.00070571041554,2
Hyperfine Int,NA,1,0.00124296263801,-0.00070571041554,2
Hyperfine splitting,NA,1,0.00124296263801,-0.00070571041554,2
Hyperfine structure,NA,1,0.00124296263801,-0.00070571041554,2
Illinois-2,JJ,1,0.00124296263801,-0.00070571041554,2
Illinois-2 model,NA,1,0.00124296263801,-0.00070571041554,2
Imagine,NNP,1,0.00124296263801,-0.00070571041554,2
Ingo Sick,NA,1,0.00124296263801,-0.00070571041554,2
Ingo Sickingo,NA,1,0.00124296263801,-0.00070571041554,2
International,NNP,1,0.00124296263801,-0.00070571041554,2
International Conference,NA,1,0.00124296263801,-0.00070571041554,2
Introduction,NNP,1,0.00124296263801,-0.00070571041554,2
Isotope shift,NA,1,0.00124296263801,-0.00070571041554,2
JETP,NNP,1,0.00124296263801,-0.00070571041554,2
James,NNP,1,0.00124296263801,-0.00070571041554,2
Johnson,NNP,1,0.00124296263801,-0.00070571041554,2
KKS,NNP,1,0.00124296263801,-0.00070571041554,2
Kammeraad,NNP,1,0.00124296263801,-0.00070571041554,2
Karplus,NNP,1,0.00124296263801,-0.00070571041554,2
Karshenboimsav-nu,NNP,1,0.00124296263801,-0.00070571041554,2
Khriplovich,NNP,1,0.00124296263801,-0.00070571041554,2
Khriplovichd-nu,NNP,1,0.00124296263801,-0.00070571041554,2
Klein,NNP,1,0.00124296263801,-0.00070571041554,2
KolcknQCD,NNP,1,0.00124296263801,-0.00070571041554,2
Kopecky,NNP,1,0.00124296263801,-0.00070571041554,2
Kourogi,NNP,1,0.00124296263801,-0.00070571041554,2
Kubon,NNP,1,0.00124296263801,-0.00070571041554,2
Laboratory,NNP,1,0.00124296263801,-0.00070571041554,2
Lamb-shift,NNP,1,0.00124296263801,-0.00070571041554,2
Lamb-shift counterpart,NA,1,0.00124296263801,-0.00070571041554,2
Lamm,NNP,1,0.00124296263801,-0.00070571041554,2
Li,NNP,1,0.00124296263801,-0.00070571041554,2
Li isotopesLi-ISIsotope,NA,1,0.00124296263801,-0.00070571041554,2
Li-IS,NNP,1,0.00124296263801,-0.00070571041554,2
Lopes,NNP,1,0.00124296263801,-0.00070571041554,2
Lu,NNP,1,0.00124296263801,-0.00070571041554,2
Lynch,NNP,1,0.00124296263801,-0.00070571041554,2
MEC,NNP,1,0.00124296263801,-0.00070571041554,2
Machleidt,NNP,1,0.00124296263801,-0.00070571041554,2
Magnetic susceptibility,NA,1,0.00124296263801,-0.00070571041554,2
McKellar,NNP,1,0.00124296263801,-0.00070571041554,2
McNamee,NNP,1,0.00124296263801,-0.00070571041554,2
MeV PDG,NA,1,0.00124296263801,-0.00070571041554,2
MeasurementsThe,NNP,1,0.00124296263801,-0.00070571041554,2
MeasurementsThe Structure,NA,1,0.00124296263801,-0.00070571041554,2
Mechanisms,NNP,1,0.00124296263801,-0.00070571041554,2
Melnikov,NNP,1,0.00124296263801,-0.00070571041554,2
Mergell,NNP,1,0.00124296263801,-0.00070571041554,2
Miller,NNP,1,0.00124296263801,-0.00070571041554,2
Myths,NNP,1,0.00124296263801,-0.00070571041554,2
Myths,VBP,1,0.00124296263801,-0.00070571041554,2
Myths propagate,NA,1,0.00124296263801,-0.00070571041554,2
NM,NNP,1,0.00124296263801,-0.00070571041554,2
NR,NNP,1,0.00124296263801,-0.00070571041554,2
NR Coulomb,NA,1,0.00124296263801,-0.00070571041554,2
Names,NNP,1,0.00124296263801,-0.00070571041554,2
Names refer,NA,1,0.00124296263801,-0.00070571041554,2
National,NNP,1,0.00124296263801,-0.00070571041554,2
National Laboratory,NA,1,0.00124296263801,-0.00070571041554,2
Negele,NNP,1,0.00124296263801,-0.00070571041554,2
Neglecting,VBG,1,0.00124296263801,-0.00070571041554,2
Niering,NNP,1,0.00124296263801,-0.00070571041554,2
Nijmegen,NNP,1,0.00124296263801,-0.00070571041554,2
Nijmegen group,NA,1,0.00124296263801,-0.00070571041554,2
Nuclear charge,NA,1,0.00124296263801,-0.00070571041554,2
Nuclear current,NA,1,0.00124296263801,-0.00070571041554,2
Nuclear finite-sizeLamb,NA,1,0.00124296263801,-0.00070571041554,2
Nuclear force!three-nucleon,NA,1,0.00124296263801,-0.00070571041554,2
Nuclear forces,NA,1,0.00124296263801,-0.00070571041554,2
Nuclear phenomenology,NA,1,0.00124296263801,-0.00070571041554,2
Nuclear processes,NA,1,0.00124296263801,-0.00070571041554,2
Nuclear quadrupole,NA,1,0.00124296263801,-0.00070571041554,2
Nuclear quantities,NA,1,0.00124296263801,-0.00070571041554,2
Nuclear radii,NA,1,0.00124296263801,-0.00070571041554,2
Nuclear scales,NA,1,0.00124296263801,-0.00070571041554,2
Nucleon,NNP,1,0.00124296263801,-0.00070571041554,2
Nucleons,NNP,1,0.00124296263801,-0.00070571041554,2
OPEP tail,NA,1,0.00124296263801,-0.00070571041554,2
One-Pion-Exchange,NNP,1,0.00124296263801,-0.00070571041554,2
One-Pion-Exchange Potential,NA,1,0.00124296263801,-0.00070571041554,2
Orders,NNP,1,0.00124296263801,-0.00070571041554,2
Orlandini,NNP,1,0.00124296263801,-0.00070571041554,2
P-state,JJ,1,0.00124296263801,-0.00070571041554,2
P-state finite-size,NA,1,0.00124296263801,-0.00070571041554,2
PSI savely,NA,1,0.00124296263801,-0.00070571041554,2
Physica,NNP,1,0.00124296263801,-0.00070571041554,2
Physics,NNS,1,0.00124296263801,-0.00070571041554,2
Piepersteve,NNP,1,0.00124296263801,-0.00070571041554,2
Pol,NNP,1,0.00124296263801,-0.00070571041554,2
Polarizability,NNP,1,0.00124296263801,-0.00070571041554,2
Potential,NNP,1,0.00124296263801,-0.00070571041554,2
Precise Atomic,NA,1,0.00124296263801,-0.00070571041554,2
Precise isotope-shift,NA,1,0.00124296263801,-0.00070571041554,2
Press,NNP,1,0.00124296263801,-0.00070571041554,2
Process,NNP,1,0.00124296263801,-0.00070571041554,2
Prog,NNP,1,0.00124296263801,-0.00070571041554,2
Proton,NNP,1,0.00124296263801,-0.00070571041554,2
Proton Size,NA,1,0.00124296263801,-0.00070571041554,2
QCD bound,NA,1,0.00124296263801,-0.00070571041554,2
QCD results,NA,1,0.00124296263801,-0.00070571041554,2
QCDQCD,NNP,1,0.00124296263801,-0.00070571041554,2
QED corrections,NA,1,0.00124296263801,-0.00070571041554,2
QED hyperfine,NA,1,0.00124296263801,-0.00070571041554,2
QEDChiral,NNP,1,0.00124296263801,-0.00070571041554,2
QEDChiral symmetry!in,NA,1,0.00124296263801,-0.00070571041554,2
Qhd1 Qhd2,NA,1,0.00124296263801,-0.00070571041554,2
Qhd1 Qhd20in2,NA,1,0.00124296263801,-0.00070571041554,2
Qhd20in2,NNP,1,0.00124296263801,-0.00070571041554,2
Qhd20in2 5ex,NA,1,0.00124296263801,-0.00070571041554,2
Qnuc,NNP,1,0.00124296263801,-0.00070571041554,2
Qnuc0in2,NNP,1,0.00124296263801,-0.00070571041554,2
Qnuc0in2 5ex,NA,1,0.00124296263801,-0.00070571041554,2
R/a,NNP,1,0.00124296263801,-0.00070571041554,2
